"414663","11304"
"415653","11304"
"415696","11304"
"415711","11304"
"414635","11304"
"415754","11304"
"416147","11304"
"417386","11304"
"414644","11304"
"415738","11304"
"416348","11304"
"415951","11304"
"416934","11304"
"417164","11304"
"414617","11304"
"415608","11304"
"416140","11304"
"417409","11304"
"418605","11304"
"417872","11304"
"418271","11304"
"415605","11304"
"415596","11304"
"416488","11304"
"417475","11304"
"416318","11304"
"419043","11304"
"414661","11304"
"417877","11304"
"418280","11304"
"417097","11304"
"417586","11304"
"417391","11304"
"418626","11304"
"417879","11304"
"416727","11304"
"417656","11304"
"418076","11304"
"418809","11304"
"419249","11304"
"418196","11304"
"418848","11304"
"419022","11304"
"416352","11304"
"416714","11304"
"419400","11304"
"419061","11304"
"416484","11304"
"418063","11304"
"420692","11304"
"417814","11304"
"419835","11304"
"418605","11304"
"417323","11304"
"419211","11304"
"418430","11304"
"417863","11304"
"418000","11304"
"419478","11304"
"418594","11304"
"419887","11304"
"417309","11304"
"417659","11304"
"416725","11304"
"418840","11304"
"417298","11304"
"421341","11304"
"418240","11304"
"419821","11304"
"419008","11304"
"417999","11304"
"421855","11304"
"416305","11304"
"421784","11304"
"417844","11304"
"415732","11304"
"415900","11304"
"422105","11304"
"415761","11304"
"419396","11304"
"421231","11304"
"420591","11304"
"417095","11304"
"416909","11304"
"415675","11304"
"416730","11304"
"419788","11304"
"423199","11304"
"416704","11304"
"421226","11304"
"421289","11304"
"421840","11304"
"420187","11304"
"415891","11304"
"417786","11304"
"421537","11304"
"420744","11304"
"416549","11304"
"417626","11304"
"422641","11304"
"416516","11304"
"418792","11304"
"422111","11304"
"422092","11304"
"414678","11304"
"423030","11304"
"417856","11304"
"419237","11304"
"417619","11304"
"421333","11304"
"417986","11304"
"416738","11304"
"422410","11304"
"420665","11304"
"417308","11304"
"417792","11304"
"422858","11304"
"423403","11304"
"419472","11304"
"423624","11304"
"423063","11304"
"417452","11304"
"418247","11304"
"416366","11304"
"415945","11304"
"419591","11304"
"418075","11304"
"419209","11304"
"421830","11304"
"424184","11304"
"417100","11304"
"422180","11304"
"423832","11304"
"422176","11304"
"416949","11304"
"419914","11304"
"423831","11304"
"418243","11304"
"417304","11304"
"416321","11304"
"420599","11304"
"421809","11304"
"417152","11304"
"415941","11304"
"418854","11304"
"420624","11304"
"418640","11304"
"419005","11304"
"419074","11304"
"416138","11304"
"423998","11304"
"424382","11304"
"418598","11304"
"425061","11304"
"416137","11304"
"419893","11304"
"421282","11304"
"425660","11304"
"415903","11304"
"421481","11304"
"420735","11304"
"417337","11304"
"419807","11304"
"423876","11304"
"422391","11304"
"422316","11304"
"417405","11304"
"424806","11304"
"422333","11304"
"421210","11304"
"416360","11304"
"424837","11304"
"420415","11304"
"424436","11304"
"425007","11304"
"424199","11304"
"424804","11304"
"424651","11304"
"415942","11304"
"426189","11304"
"420663","11304"
"423047","11304"
"423798","11304"
"423787","11304"
"425056","11304"
"419415","11304"
"426066","11304"
"419831","11304"
"423018","11304"
"420216","11304"
"424635","11304"
"415635","11304"
"422420","11304"
"424079","11304"
"426589","11304"
"416173","11304"
"420413","11304"
"425837","11304"
"426432","11304"
"417119","11304"
"417469","11304"
"424852","11304"
"425981","11304"
"418456","11304"
"416902","11304"
"427063","11304"
"424846","11304"
"426187","11304"
"426872","11304"
"417353","11304"
"425418","11304"
"419011","11304"
"427001","11304"
"416086","11304"
"426867","11304"
"427032","11304"
"417432","11304"
"424466","11304"
"427592","11304"
"422996","11304"
"426793","11304"
"426384","11304"
"417609","11304"
"426822","11304"
"420389","11304"
"424637","11304"
"422592","11304"
"424846","11304"
"423448","11304"
"424212","11304"
"422799","11304"
"425232","11304"
"428022","11304"
"417791","11304"
"421237","11304"
"427873","11304"
"417589","11304"
"424810","11304"
"424189","11304"
"428022","11304"
"427419","11304"
"425823","11304"
"426609","11304"
"427199","11304"
"417983","11304"
"427857","11304"
"423663","11304"
"428016","11304"
"417302","11304"
"423187","11304"
"428463","11304"
"422145","11304"
"427665","11304"
"426660","11304"
"428022","11304"
"425985","11304"
"427584","11304"
"419628","11304"
"428463","11304"
"418627","11304"
"427205","11304"
"423622","11304"
"428242","11304"
"428803","11304"
"418986","11304"
"427009","11304"
"427201","11304"
"423651","11304"
"420719","11304"
"428077","11304"
"428436","11304"
"425813","11304"
"421576","11304"
"426805","11304"
"423203","11304"
"418982","11304"
"423409","11304"
"420203","11304"
"428460","11304"
"424628","11304"
"418000","11304"
"423468","11304"
"427259","11304"
"424794","11304"
"428263","11304"
"428248","11304"
"425456","11304"
"421240","11304"
"429243","11304"
"418657","11304"
"418012","11304"
"429620","11304"
"427847","11304"
"423049","11304"
"423058","11304"
"428226","11304"
"429870","11304"
"418867","11304"
"427214","11304"
"417310","11304"
"429071","11304"
"422365","11304"
"427458","11304"
"423666","11304"
"429242","11304"
"429985","11304"
"426424","11304"
"428662","11304"
"429400","11304"
"430382","11304"
"429628","11304"
"430261","11304"
"430280","11304"
"430581","11304"
"425043","11304"
"417330","11304"
"427678","11304"
"416731","11304"
"422836","11304"
"423382","11304"
"426798","11304"
"430240","11304"
"423249","11304"
"417616","11304"
"429062","11304"
"428865","11304"
"418599","11304"
"422121","11304"
"426022","11304"
"418628","11304"
"431207","11304"
"429645","11304"
"425223","11304"
"424634","11304"
"426646","11304"
"431253","11304"
"416501","11304"
"424984","11304"
"424457","11304"
"430988","11304"
"429653","11304"
"421799","11304"
"422849","11304"
"430472","11304"
"431216","11304"
"420189","11304"
"431519","11304"
"427018","11304"
"431556","11304"
"428466","11304"
"425670","11304"
"431635","11304"
"420680","11304"
"425050","11304"
"431572","11304"
"425434","11304"
"418184","11304"
"431679","11304"
"431051","11304"
"426404","11304"
"422462","11304"
"432415","11304"
"428987","11304"
"430652","11304"
"431028","11304"
"423598","11304"
"426827","11304"
"432404","11304"
"423037","11304"
"423849","11304"
"424416","11304"
"431067","11304"
"427460","11304"
"430395","11304"
"431578","11304"
"426057","11304"
"432421","11304"
"431504","11304"
"428383","11304"
"431832","11304"
"429196","11304"
"432847","11304"
"421007","11304"
"416344","11304"
"425452","11304"
"424803","11304"
"432984","11304"
"416696","11304"
"432608","11304"
"432068","11304"
"426875","11304"
"427390","11304"
"423231","11304"
"431530","11304"
"432078","11304"
"424038","11304"
"430398","11304"
"432419","11304"
"429851","11304"
"432871","11304"
"433397","11304"
"431227","11304"
"425242","11304"
"426203","11304"
"426811","11304"
"419881","11304"
"425406","11304"
"426477","11304"
"432026","11304"
"430392","11304"
"417829","11304"
"428840","11304"
"433275","11304"
"420643","11304"
"433216","11304"
"431217","11304"
"432873","11304"
"431837","11304"
"430200","11304"
"417615","11304"
"433596","11304"
"432203","11304"
"433809","11304"
"434434","11304"
"422600","11304"
"433426","11304"
"415726","11304"
"431637","11304"
"429674","11304"
"434656","11304"
"431666","11304"
"433872","11304"
"429988","11304"
"423604","11304"
"422644","11304"
"416361","11304"
"431831","11304"
"422303","11304"
"430080","11304"
"421211","11304"
"418211","11304"
"419219","11304"
"434431","11304"
"421198","11304"
"431822","11304"
"423593","11304"
"434640","11304"
"433785","11304"
"434054","11304"
"429984","11304"
"433442","11304"
"433478","11304"
"433628","11304"
"424055","11304"
"426830","11304"
"424468","11304"
"434679","11304"
"435309","11304"
"426781","11304"
"434425","11304"
"424680","11304"
"429656","11304"
"435643","11304"
"418433","11304"
"428273","11304"
"433585","11304"
"432650","11304"
"421015","11304"
"418665","11304"
"423399","11304"
"423080","11304"
"419943","11304"
"433783","11304"
"432624","11304"
"435512","11304"
"435045","11304"
"435348","11304"
"420191","11304"
"427437","11304"
"431784","11304"
"417447","11304"
"419957","11304"
"428676","11304"
"417105","11304"
"432248","11304"
"434272","11304"
"418068","11304"
"435330","11304"
"423264","11304"
"416115","11304"
"416729","11304"
"434459","11304"
"433873","11304"
"433055","11304"
"420403","11304"
"415715","11304"
"428592","11304"
"434207","11304"
"421336","11304"
"435374","11304"
"436376","11304"
"423410","11304"
"436507","11304"
"432074","11304"
"423240","11304"
"432636","11304"
"436370","11304"
"436038","11304"
"431013","11304"
"436733","11304"
"414654","11304"
"426795","11304"
"416961","11304"
"436934","11304"
"435026","11304"
"435360","11304"
"434248","11304"
"419840","11304"
"427633","11304"
"437484","11304"
"423856","11304"
"437129","11304"
"433796","11304"
"437632","11304"
"417582","11304"
"436703","11304"
"437285","11304"
"420711","11304"
"434212","11304"
"437556","11304"
"435893","11304"
"414620","11304"
"433234","11304"
"438056","11304"
"437576","11304"
"434002","11304"
"437818","11304"
"430249","11304"
"416908","11304"
"436010","11304"
"417857","11304"
"438204","11304"
"436516","11304"
"436726","11304"
"426044","11304"
"438390","11304"
"432420","11304"
"421326","11304"
"435982","11304"
"437486","11304"
"438391","11304"
"429854","11304"
"438186","11304"
"428639","11304"
"430412","11304"
"432798","11304"
"435620","11304"
"437567","11304"
"434986","11304"
"423206","11304"
"436374","11304"
"419404","11304"
"438029","11304"
"436953","11304"
"431218","11304"
"431661","11304"
"437302","11304"
"419430","11304"
"437159","11304"
"428036","11304"
"432815","11304"
"420399","11304"
"431872","11304"
"425831","11304"
"422332","11304"
"437620","11304"
"438473","11304"
"431665","11304"
"434624","11304"
"435294","11304"
"439992","11304"
"439974","11304"
"439075","11304"
"439046","11304"
"435510","11304"
"438992","11304"
"438589","11304"
"422467","11304"
"437483","11304"
"432194","11304"
"439202","11304"
"439687","11304"
"437677","11304"
"440036","11304"
"433583","11304"
"428232","11304"
"438618","11304"
"440226","11304"
"438596","11304"
"435996","11304"
"438841","11304"
"440079","11304"
"431549","11304"
"436529","11304"
"439700","11304"
"426235","11304"
"432240","11304"
"440027","11304"
"439999","11304"
"436343","11304"
"436938","11304"
"438797","11304"
"440449","11304"
"439436","11304"
"419018","11304"
"439049","11304"
"439199","11304"
"420477","11304"
"439731","11304"
"415582","11304"
"439709","11304"
"437503","11304"
"434000","11304"
"440397","11304"
"420455","11304"
"439891","11304"
"438184","11304"
"435927","11304"
"440436","11304"
"439056","11304"
"430658","11304"
"423197","11304"
"428480","11304"
"435885","11304"
"440614","11304"
"431596","11304"
"438477","11304"
"440452","11304"
"432259","11304"
"437848","11304"
"426472","11304"
"439197","11304"
"427035","11304"
"440429","11304"
"439230","11304"
"439393","11304"
"435066","11304"
"430835","11304"
"439686","11304"
"433463","11304"
"439912","11304"
"421845","11304"
"440875","11304"
"441420","11304"
"429464","11304"
"440238","11304"
"441274","11304"
"440204","11304"
"419267","11304"
"418824","11304"
"439691","11304"
"440879","11304"
"421188","11304"
"439763","11304"
"428410","11304"
"438426","11304"
"441788","11304"
"439214","11304"
"441463","11304"
"425805","11304"
"436681","11304"
"431587","11304"
"420264","11304"
"431574","11304"
"421574","11304"
"435954","11304"
"423612","11304"
"438637","11304"
"440018","11304"
"440859","11304"
"438035","11304"
"441826","11304"
"442199","11304"
"442245","11304"
"437981","11304"
"438675","11304"
"442416","11304"
"428600","11304"
"442000","11304"
"435670","11304"
"430995","11304"
"428218","11304"
"441456","11304"
"442634","11304"
"441209","11304"
"431021","11304"
"442822","11304"
"441233","11304"
"432410","11304"
"442466","11304"
"430605","11304"
"438634","11304"
"431280","11304"
"441198","11304"
"440809","11304"
"442239","11304"
"440823","11304"
"439410","11304"
"441868","11304"
"443079","11304"
"433472","11304"
"438987","11304"
"439394","11304"
"429669","11304"
"435362","11304"
"437563","11304"
"438666","11304"
"441007","11304"
"442439","11304"
"440227","11304"
"442273","11304"
"418002","11304"
"442406","11304"
"441009","11304"
"442796","11304"
"441265","11304"
"421496","11304"
"436049","11304"
"442215","11304"
"442988","11304"
"430271","11304"
"443466","11304"
"427604","11304"
"443429","11304"
"443238","11304"
"442983","11304"
"428783","11304"
"443224","11304"
"442451","11304"
"427810","11304"
"422292","11304"
"418601","11304"
"444230","11304"
"432199","11304"
"442655","11304"
"439384","11304"
"442628","11304"
"443464","11304"
"440804","11304"
"443231","11304"
"434447","11304"
"440387","11304"
"439413","11304"
"423792","11304"
"414656","11304"
"440033","11304"
"444196","11304"
"421214","11304"
"442234","11304"
"444257","11304"
"429396","11304"
"441277","11304"
"443867","11304"
"444588","11304"
"444586","11304"
"435002","11304"
"415763","11304"
"442389","11304"
"444452","11304"
"434812","11304"
"438210","11304"
"435558","11304"
"419816","11304"
"441862","11304"
"437603","11304"
"417823","11304"
"441865","11304"
"444239","11304"
"444428","11304"
"444198","11304"
"444002","11304"
"442043","11304"
"420451","11304"
"425830","11304"
"432394","11304"
"445214","11304"
"444407","11304"
"445396","11304"
"444027","11304"
"444244","11304"
"434642","11304"
"443433","11304"
"444676","11304"
"416168","11304"
"440037","11304"
"440399","11304"
"430431","11304"
"424388","11304"
"435538","11304"
"441473","11304"
"441834","11304"
"433030","11304"
"445810","11304"
"445659","11304"
"445276","11304"
"445207","11304"
"442181","11304"
"430584","11304"
"434626","11304"
"445585","11304"
"420456","11304"
"445857","11304"
"420592","11304"
"441850","11304"
"441075","11304"
"439964","11304"
"425851","11304"
"415920","11304"
"445591","11304"
"446417","11304"
"443477","11304"
"437345","11304"
"425059","11304"
"433879","11304"
"446010","11304"
"433807","11304"
"445053","11304"
"432201","11304"
"435023","11304"
"431079","11304"
"427599","11304"
"424843","11304"
"446480","11304"
"445197","11304"
"446812","11304"
"441465","11304"
"417384","11304"
"418631","11304"
"444819","11304"
"446052","11304"
"446265","11304"
"431994","11304"
"446182","11304"
"444583","11304"
"446808","11304"
"432987","11304"
"446008","11304"
"431623","11304"
"443596","11304"
"446398","11304"
"446069","11304"
"447249","11304"
"446639","11304"
"446868","11304"
"445657","11304"
"446864","11304"
"443845","11304"
"446791","11304"
"447431","11304"
"430426","11304"
"445235","11304"
"430479","11304"
"424996","11304"
"442077","11304"
"422432","11304"
"447001","11304"
"421307","11304"
"433648","11304"
"420452","11304"
"446240","11304"
"445997","11304"
"416323","11304"
"447599","11304"
"446271","11304"
"441823","11304"
"447205","11304"
"446789","11304"
"447823","11304"
"447479","11304"
"438237","11304"
"447455","11304"
"439963","11304"
"445846","11304"
"447415","11304"
"447453","11304"
"448380","11304"
"427996","11304"
"448371","11304"
"448499","11304"
"448077","11304"
"436724","11304"
"448004","11304"
"447853","11304"
"447048","11304"
"446660","11304"
"447667","11304"
"441404","11304"
"426459","11304"
"446061","11304"
"444255","11304"
"448488","11304"
"432448","11304"
"448689","11304"
"448714","11304"
"447233","11304"
"448312","11304"
"423423","11304"
"446080","11304"
"445862","11304"
"432256","11304"
"440617","11304"
"431580","11304"
"417824","11304"
"446592","11304"
"444184","11304"
"443647","11304"
"446833","11304"
"433418","11304"
"449163","11304"
"448006","11304"
"443612","11304"
"448886","11304"
"445270","11304"
"419812","11304"
"448519","11304"
"448314","11304"
"433678","11304"
"448920","11304"
"427054","11304"
"448959","11304"
"449345","11304"
"420201","11304"
"415267","11304"
"415230","11304"
"415420","11304"
"415349","11304"
"415491","11304"
"415514","11304"
"415514","11304"
"415388","11304"
